gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,qvalue
ENSDARG00000040565,2000298.5377866803,-0.2204656559474421,0.7980546377897981,-0.2762538371533293,0.7823531093269802,0.9999338491449745,ckmb,0.9999338491449745
ENSDARG00000063905,1340261.4022242683,-1.3843137042569376,0.8125082866074238,-1.7037533365192503,0.08842717907389554,0.7480122715153971,mt-co1,0.7480122715153971
ENSDARG00000035438,1054547.30989926,-0.4609439821515956,0.6916874324921165,-0.6664050270377715,0.5051522501866235,0.9999338491449745,myhc4,0.9999338491449745
ENSDARG00000099420,785470.1971455577,-0.0998285141267248,0.7684528012840333,-0.1299084523602725,0.8966388569449555,0.9999338491449745,nme2b.2,0.9999338491449745
ENSDARG00000024433,786214.2045019891,-0.2471690736813764,0.805324908048394,-0.3069184514364026,0.7589054442439472,0.9999338491449745,pvalb4,0.9999338491449745
ENSDARG00000099197,712044.8804550088,-1.440657362548173,0.7724898255950443,-1.8649531874914247,0.06218796617463353,0.634905560714226,actc1b,0.6349055607142259
ENSDARG00000043457,825895.672349013,-0.06208962055633711,0.7395699729240813,-0.08395367961039538,0.9330932600059467,0.9999338491449745,gapdh,0.9999338491449745
ENSDARG00000035458,596804.5105688457,-0.37692750570560485,0.7622002433479376,-0.49452556463372954,0.6209350563282678,0.9999338491449745,atp2a1l,0.9999338491449745
ENSDARG00000017441,444156.75850881706,-0.7499872456659219,0.7837409823364538,-0.9569325358361294,0.3386013078308846,0.9999338491449745,mylz3,0.9999338491449745
ENSDARG00000063908,593310.0533947038,-0.6799227643704019,0.8029202936164632,-0.8468122798440383,0.39709976250301315,0.9999338491449745,mt-co2,0.9999338491449745
ENSDARG00000063912,532180.4228794586,-0.4241481278306828,0.80215410032357,-0.5287614034006576,0.5969709754233765,0.9999338491449745,mt-co3,0.9999338491449745
ENSDARG00000033683,378927.94485655514,-0.5026161218318694,0.7598316819799245,-0.6614835018752864,0.5083022914892855,0.9999338491449745,tpma,0.9999338491449745
ENSDARG00000063924,460629.9630635941,-0.9644183180494285,0.8104908954296467,-1.1899187560129023,0.23407832580758903,0.9999338491449745,mt-cyb,0.9999338491449745
ENSDARG00000068457,306522.18930097343,-0.4277717724674818,0.7651607764591328,-0.5590612922516018,0.5761198905734131,0.9999338491449745,tnnt3b,0.9999338491449745
ENSDARG00000063911,355226.7898839679,-0.5369926766878813,0.8195264761449182,-0.6552475024527749,0.51230841480981,0.9999338491449745,mt-atp6,0.9999338491449745
ENSDARG00000092553,302003.5653615045,-0.45564661166254733,0.7057353957103727,-0.6456337806380062,0.51851655487798,0.9999338491449745,slc25a5,0.9999338491449745
ENSDARG00000011665,236811.2783522699,-0.4889304141987745,0.7809766557612466,-0.6260499729306198,0.5312821640185361,0.9999338491449745,aldoaa,0.9999338491449745
ENSDARG00000020850,162042.40879475322,0.01982840520817089,0.4835048770171087,0.04100973154707034,0.9672881377373523,0.9999338491449745,eef1a1l1,0.9999338491449745
ENSDARG00000037789,139346.51372472843,-0.6335538088047478,0.7726627805021656,-0.8199615987623879,0.41223799901415603,0.9999338491449745,pvalb1,0.9999338491449745
ENSDARG00000000563,199072.48770103476,-0.9454234619973618,0.7301029676085846,-1.294917982725161,0.19534852431380223,0.9999338491449745,ttn.1,0.9999338491449745
ENSDARG00000013752,139311.6576782907,-0.3505014349097971,0.7380323030810025,-0.4749134061565974,0.6348486955912234,0.9999338491449745,tnni2a.3,0.9999338491449745
ENSDARG00000028213,196737.56926265874,-0.8730347757846455,0.7435988654147915,-1.1740668475840836,0.2403682512162315,0.9999338491449745,ttn.2,0.9999338491449745
ENSDARG00000035327,200802.17628335347,-1.2601545954032687,0.8808450471765377,-1.430620061317902,0.1525391347190016,0.926605590454238,ckma,0.926605590454238
ENSDARG00000001950,146047.76344184292,0.025562879606460583,0.7897762756325318,0.03236724170523769,0.9741791861253941,0.9999338491449745,ak1,0.9999338491449745
ENSDARG00000051783,95854.62240428165,-0.046432587989604326,0.5651387977698883,-0.08216138791538186,0.9345183775751429,0.9999338491449745,rplp0,0.9999338491449745
ENSDARG00000004757,100604.60097606412,-0.30849454203921833,0.6896323986298817,-0.44733185774351075,0.6546354681631983,0.9999338491449745,ybx1,0.9999338491449745
ENSDARG00000001431,108897.61706974781,-0.7489120045960179,0.7437290616296777,-1.0069688590022061,0.3139497393514772,0.9999338491449745,actn3b,0.9999338491449745
ENSDARG00000070083,112682.30654191064,-0.6402727894416175,0.5865708368511092,-1.091552373927754,0.275029899460949,0.9999338491449745,atp5f1b,0.9999338491449745
ENSDARG00000003795,108404.81991482848,-0.31957490668902533,0.7417924884390767,-0.4308144281178872,0.6666033078152376,0.9999338491449745,idh2,0.9999338491449745
ENSDARG00000039007,109325.60532472703,-0.451722511277481,0.5687890930209963,-0.7941827943258505,0.42708902346265976,0.9999338491449745,eno3,0.9999338491449745
ENSDARG00000063917,143505.82583003037,-2.0892217978015997,0.8391612798438998,-2.4896546682781113,0.012786726872136327,0.2590783960354399,mt-nd4,0.25907839603543986
ENSDARG00000077291,76848.28367994618,0.05065073717302856,0.5675774982607026,0.08924021358888229,0.9288910070287493,0.9999338491449745,rps2,0.9999338491449745
ENSDARG00000092693,80903.24917548105,0.20447188769434915,0.5578256040824933,0.3665516358480223,0.713953489657216,0.9999338491449745,tpt1,0.9999338491449745
ENSDARG00000099974,84017.3261303043,-0.4820177506839485,0.7911756501520437,-0.6092423984374608,0.5423637810178026,0.9999338491449745,ldb3b,0.9999338491449745
ENSDARG00000043371,86324.13633953562,-0.380218516579083,0.6516491894427745,-0.5834711724328363,0.5595761578209576,0.9999338491449745,mdh2,0.9999338491449745
ENSDARG00000020574,82916.67512691638,-0.306200875085113,0.9227315845273492,-0.3318417622411379,0.7400087476839625,0.9999338491449745,atp2a1,0.9999338491449745
ENSDARG00000063895,104871.67258591774,-1.9746569658984148,0.8512375966582314,-2.319748297831859,0.020354497444232688,0.3449688689322001,mt-nd1,0.34496886893220013
ENSDARG00000021265,67228.56678085668,-0.14418102211661726,0.8508817632883139,-0.16944895088527454,0.8654435229069387,0.9999338491449745,mybpc2b,0.9999338491449745
ENSDARG00000010149,78125.299353493,-0.4661793955573984,0.539473615392616,-0.8641375263888007,0.3875123464184881,0.9999338491449745,atp5fa1,0.9999338491449745
ENSDARG00000037870,71091.94530555596,-0.011977718130311206,0.2735356188445709,-0.04378851347003995,0.9650729832259991,0.9999338491449745,actb2,0.9999338491449745
ENSDARG00000029995,59385.11408045833,0.4418800951591033,1.0089590535222752,0.4379564201505505,0.6614178750226944,0.9999338491449745,tnni2b.2,0.9999338491449745
ENSDARG00000056119,60227.2570993773,-0.07671871493599743,0.48760970744965126,-0.15733631583599902,0.8749798007662086,0.9999338491449745,eef1g,0.9999338491449745
ENSDARG00000063899,104213.38694784642,-2.5336891799327046,0.8477094785668091,-2.98886498734958,0.0028001583533541013,0.09196221553313975,mt-nd2,0.09196221553313977
ENSDARG00000013623,66625.16584679615,-0.3118659422300359,0.6667108583274368,-0.46776790618410996,0.6399505739092368,0.9999338491449745,vdac2,0.9999338491449745
ENSDARG00000003081,64153.84225636772,-0.6980923810648254,0.7598060680803611,-0.918777054293006,0.3582121966414932,0.9999338491449745,mybphb,0.9999338491449745
ENSDARG00000019181,51910.89198293665,-0.092258846475036,0.5316430237706276,-0.1735353279362135,0.8622306614297034,0.9999338491449745,rpsa,0.9999338491449745
ENSDARG00000009447,63136.530692831846,-0.19372122446507434,0.5856309802522703,-0.330790601927558,0.740802660215739,0.9999338491449745,atp5mc3b,0.9999338491449745
ENSDARG00000014196,45733.63544875789,-0.9590795234282309,0.6456557219411077,-1.4854348700648727,0.13742866432995846,0.892502219884992,myl1,0.892502219884992
ENSDARG00000003599,49620.6888366659,0.20826280595738103,0.4374397013776887,0.4760948887388833,0.6340067782332861,0.9999338491449745,rpl3,0.9999338491449745
ENSDARG00000041182,46044.66716687357,-0.03429862664972056,0.4684999554060384,-0.0732094555270442,0.9416394421585229,0.9999338491449745,rpl4,0.9999338491449745
ENSDARG00000099860,59472.9900863711,-0.3047132905329686,0.7887887340792832,-0.38630532786278493,0.6992705551292423,0.9999338491449745,pkmb,0.9999338491449745
ENSDARG00000063921,68882.37916421161,-2.070247963600229,0.8215542257013628,-2.519916396063636,0.011738271096406133,0.24601276572395006,mt-nd5,0.24601276572395006
ENSDARG00000058451,40094.94096103115,0.1025840791829033,0.5053407626475717,0.2029998107523461,0.8391351801302163,0.9999338491449745,rpl6,0.9999338491449745
ENSDARG00000099970,54753.89347515045,-0.55061924467219,0.6996298385897429,-0.7870150961286667,0.43127302907945264,0.9999338491449745,CR383676.1,0.9999338491449745
ENSDARG00000019230,37209.76229725832,0.1771649004405604,0.4570002520762449,0.3876691525566218,0.6982608866415161,0.9999338491449745,rpl7a,0.9999338491449745
ENSDARG00000099499,47161.77060518722,-0.4844515927567084,0.713625977911744,-0.6788592452510492,0.49722705070135953,0.9999338491449745,ndufa4l,0.9999338491449745
ENSDARG00000025566,46784.85217806085,-0.30228310713055784,0.6389940596138565,-0.47306090343504487,0.6361697288105704,0.9999338491449745,slc25a3b,0.9999338491449745
ENSDARG00000103007,36267.07133555232,0.09400519845006833,0.5425745987102406,0.17325764728671228,0.8624489127368371,0.9999338491449745,rps3,0.9999338491449745
ENSDARG00000014867,34989.14140749588,0.07977592956489149,0.5112725241250253,0.15603406363644778,0.8760061711513515,0.9999338491449745,rpl8,0.9999338491449745
ENSDARG00000009280,34864.13058772779,-0.516116333621767,0.763957214837184,-0.6755827729590363,0.49930558208857134,0.9999338491449745,smyd1a,0.9999338491449745
ENSDARG00000077236,52591.789660207134,-0.10642523599644842,0.923647496733834,-0.11522278398716519,0.9082685399373904,0.9999338491449745,hspb6,0.9999338491449745
ENSDARG00000007320,31450.829972316325,0.02441985338191604,0.48082841354448447,0.050787043140612574,0.9594952156293706,0.9999338491449745,rpl7,0.9999338491449745
ENSDARG00000101251,42608.88237461064,-0.5567175579552901,0.7423242812822507,-0.7499654423180747,0.45327551824664825,0.9999338491449745,ldha,0.9999338491449745
ENSDARG00000034470,36158.963493374235,-0.2530456914439681,0.7574442269116981,-0.33407831554239026,0.7383204626442023,0.9999338491449745,aldoab,0.9999338491449745
ENSDARG00000041619,32489.00443712759,0.09931845372244355,0.3919163126363155,0.253417503993021,0.7999456027940783,0.9999338491449745,rack1,0.9999338491449745
ENSDARG00000092233,31249.418196175506,9.508551220589268,2.161822693959339,4.398395505403142,,,vtg1,
ENSDARG00000014690,29584.240498307347,0.09457157941947791,0.48096600482526314,0.19662840714456764,0.8441183388760458,0.9999338491449745,rps4x,0.9999338491449745
ENSDARG00000029150,29472.988137823857,0.2759251196580852,0.39690602779791706,0.6951900458376793,0.4869362096678791,0.9999338491449745,hsp90ab1,0.9999338491449745
ENSDARG00000054588,39674.87666607305,-0.8024523761181268,0.8171941146030035,-0.9819605425180548,0.3261192873740244,0.9999338491449745,cox6a2,0.9999338491449745
ENSDARG00000100371,31020.414634611563,0.36573139544938177,0.46395642074963145,0.7882882509923154,0.4305281184237497,0.9999338491449745,eef2b,0.9999338491449745
ENSDARG00000019778,28797.558029722713,0.14274974163174017,0.4826771737811498,0.2957457890819262,0.7674242258654116,0.9999338491449745,rps6,0.9999338491449745
ENSDARG00000099060,36723.53294404077,0.4226963654912954,1.7351204001018787,0.2436121236696177,0.8075312378154771,0.9999338491449745,zgc_111868,0.9999338491449745
ENSDARG00000042566,29735.23337577749,0.11609965719188736,0.462046504238365,0.25127266655391195,0.8016033062933975,0.9999338491449745,rps7,0.9999338491449745
ENSDARG00000032970,36672.91895087654,-0.45220183542113945,0.6965517993429456,-0.649200584719901,0.5162087338188559,0.9999338491449745,cox4i1,0.9999338491449745
ENSDARG00000013307,28406.33125256251,0.4755151062304121,0.3881557443721555,1.2250626536509486,0.22055161500591913,0.9999338491449745,rpl19,0.9999338491449745
ENSDARG00000097224,30609.965493934244,-0.41026852874134273,0.7305553133840839,-0.5615844840562362,0.574399154265719,0.9999338491449745,prr33,0.9999338491449745
ENSDARG00000015551,33066.65644233149,-0.45884143541205263,0.3411693762369675,-1.3449080350440161,0.178654935119272,0.9732912088052639,fth1a,0.9732912088052639
ENSDARG00000092522,35163.73767267685,-0.3811979563045598,0.8000671366401942,-0.47645746068931705,0.6337485065454767,0.9999338491449745,nnt2,0.9999338491449745
ENSDARG00000041435,27311.500576319035,0.3378656872771809,0.5777741243490829,0.5847712333220504,0.5587015494664187,0.9999338491449745,uba52,0.9999338491449745
ENSDARG00000009285,27181.891488421985,0.16120054701705414,0.4791093800505706,0.33645875812333126,0.7365249467791211,0.9999338491449745,rpl15,0.9999338491449745
ENSDARG00000029439,34556.26116087647,-0.6036402702730752,0.6824608293049145,-0.884505372840053,0.37642346336312293,0.9999338491449745,atp2a2a,0.9999338491449745
ENSDARG00000007344,41586.299589781294,-0.1402755682804953,0.8869226095849759,-0.15815987411363372,0.8743308215418584,0.9999338491449745,tcap,0.9999338491449745
ENSDARG00000021864,25900.87293759605,0.018173157024678886,0.509533224532884,0.03566628464971874,0.9715484543899665,0.9999338491449745,rplp1,0.9999338491449745
ENSDARG00000090870,32772.55491949414,0.33180289273648567,1.8158777910228834,0.18272314049811755,0.8550152579435579,0.9999338491449745,si_ch1073-263o8.2,0.9999338491449745
ENSDARG00000090768,31735.43297345226,0.5767928391812117,1.7073361393139213,0.3378320331302722,0.7354897686970077,0.9999338491449745,zgc_173556,0.9999338491449745
ENSDARG00000069251,32620.91911975165,0.36103177180968,1.7771536171940734,0.20315169623867899,0.8390164663220494,0.9999338491449745,zpax1,0.9999338491449745
ENSDARG00000099104,27533.897279056546,0.1490385186565507,0.5053552472372068,0.2949183163157977,0.7680562795321866,0.9999338491449745,rpl24,0.9999338491449745
ENSDARG00000055518,30287.361877736064,0.005614437574399132,0.8129327243497838,0.006906398778434937,0.994489534850651,0.9999338491449745,pygma,0.9999338491449745
ENSDARG00000017235,26614.98593699929,0.10495782400510219,0.5211962025070354,0.20137871976088587,0.8404024535347248,0.9999338491449745,eif5a,0.9999338491449745
ENSDARG00000099517,41284.3534805865,-0.23329209630509543,0.802290821743129,-0.29078245691284876,0.7712177032331965,0.9999338491449745,adssl1,0.9999338491449745
ENSDARG00000082753,38182.82147527125,-0.5687186593050694,0.8261022619180998,-0.6884361483099927,0.4911781666938726,0.9999338491449745,NC_002333.17,0.9999338491449745
ENSDARG00000043453,24203.18034570676,0.193450364655445,0.4935544231629828,0.39195346161767314,0.6950926002720005,0.9999338491449745,rps5,0.9999338491449745
ENSDARG00000033832,33194.13871768428,-0.8741023896443368,0.7577298603962389,-1.1535804979194608,0.24867219759950077,0.9999338491449745,ampd1,0.9999338491449745
ENSDARG00000063922,43000.353427247755,-2.077970545673155,0.8226964475412483,-2.5258046900329787,0.011543363550241412,0.24399632234343135,mt-nd6,0.24399632234343135
ENSDARG00000001788,29827.935776164002,-0.43189357523471267,0.6294471966133051,-0.6861474283442434,0.4926201453330291,0.9999338491449745,atp5po,0.9999338491449745
ENSDARG00000104682,27879.976224469123,-0.4295563212413522,0.7369251896506314,-0.5829035664325715,0.5599582196306845,0.9999338491449745,tpm2,0.9999338491449745
ENSDARG00000055996,21481.191807022307,0.24596153200360457,0.497017464336941,0.49487502885182494,0.6206883384161268,0.9999338491449745,rps8a,0.9999338491449745
ENSDARG00000053365,21605.61651872621,0.1843048929096843,0.4953061695460953,0.37210296225177975,0.7098161908932462,0.9999338491449745,rpl31,0.9999338491449745
ENSDARG00000009830,27409.060264903736,-0.11875944294296926,0.2343337627310846,-0.5067961251458867,0.6122978754296418,0.9999338491449745,hdlbpa,0.9999338491449745
ENSDARG00000043509,20357.676836786,0.10259243215750244,0.4752342696731538,0.21587759701770076,0.8290831603513413,0.9999338491449745,rpl11,0.9999338491449745
ENSDARG00000034897,19251.72466104012,0.1969612819649449,0.481065310710696,0.40942732219449895,0.6822260922793872,0.9999338491449745,rps10,0.9999338491449745
ENSDARG00000102291,23691.180435564074,0.13377806236204062,0.5982976868591405,0.2235978264671722,0.82307025508033,0.9999338491449745,eef1da,0.9999338491449745
ENSDARG00000036629,20866.913687212655,0.14410866785959192,0.49004817484984553,0.29407041033006176,0.76870410085294,0.9999338491449745,rps14,0.9999338491449745
ENSDARG00000101406,22224.958934913073,-0.05251089912625483,0.6336152010673749,-0.08287506208467864,0.933950883385829,0.9999338491449745,rplp2,0.9999338491449745
ENSDARG00000095281,27815.101665374626,-0.47869775718289526,1.7897969278939736,-0.267459257372942,0.7891155797424361,0.9999338491449745,zgc_152652,0.9999338491449745
ENSDARG00000010478,30734.920333827613,-0.426253883183324,0.8566656633058901,-0.49757320906081565,0.6187848907942944,0.9999338491449745,hsp90aa1.1,0.9999338491449745
ENSDARG00000006316,20513.782283551936,0.27454262709778715,0.44379011039138483,0.6186316924810786,0.5361590186602762,0.9999338491449745,rpl23a,0.9999338491449745
ENSDARG00000099380,20330.136036711574,0.11829900365777064,0.47463752964443523,0.24924072849104842,0.803174576478158,0.9999338491449745,rpl13,0.9999338491449745
ENSDARG00000007745,28160.05018460323,-0.44293339961060496,0.5922670491118199,-0.7478609527152323,0.454544032132145,0.9999338491449745,uqcrfs1,0.9999338491449745
ENSDARG00000102414,26756.95637933888,-0.9010071787415936,0.7505186443647253,-1.2005127194464957,0.2299402757637623,0.9999338491449745,myhz1.1,0.9999338491449745
ENSDARG00000039997,26583.74045627553,-0.07380232202219839,0.6797278754036714,-0.1085762769084161,0.9135385777765693,0.9999338491449745,ptp4a3a,0.9999338491449745
ENSDARG00000045514,25570.829725934425,-0.4753716758494157,0.5526185447454904,-0.8602166546335304,0.38966962568928254,0.9999338491449745,atp5f1c,0.9999338491449745
ENSDARG00000030602,20188.88910708339,0.3530519423668291,0.487204143654299,0.7246488909530723,0.46866745702721757,0.9999338491449745,rps19,0.9999338491449745
ENSDARG00000103364,27056.570086092033,-0.6355350197584433,0.6323225320074687,-1.0050804575012942,0.3148581093892079,0.9999338491449745,cs,0.9999338491449745
ENSDARG00000020197,19755.857281019133,0.13670165973721027,0.5990432582880983,0.22819998029502275,0.8194907767572623,0.9999338491449745,rpl5a,0.9999338491449745
ENSDARG00000005513,21717.019095598233,0.026989160167840254,0.4880199442268993,0.05530339586959985,0.9558967567960603,0.9999338491449745,naca,0.9999338491449745
ENSDARG00000074242,22797.894464315606,0.06651189112851268,0.4141571459742505,0.1605957829655508,0.8724117764922371,0.9999338491449745,serbp1a,0.9999338491449745
ENSDARG00000029533,18809.396565920142,0.12124433358639763,0.4630040580355331,0.26186451604943123,0.7934258973167778,0.9999338491449745,rpl18,0.9999338491449745
ENSDARG00000036044,18948.29375883604,0.30155066851457785,0.45224060363830426,0.6667925570782093,0.5049046475873593,0.9999338491449745,rps20,0.9999338491449745
ENSDARG00000025073,19127.364014408016,0.16965975124198857,0.455379684524432,0.3725676770564981,0.7094702334612021,0.9999338491449745,rpl18a,0.9999338491449745
ENSDARG00000039347,19340.144931449977,0.06084426334271857,0.45749933716882163,0.13299311802121028,0.8941988231757381,0.9999338491449745,rps24,0.9999338491449745
ENSDARG00000031952,21738.599980842115,-1.0709508106604582,0.9509918792331014,-1.1261408578210932,0.2601059022294425,0.9999338491449745,mb,0.9999338491449745
ENSDARG00000057556,19057.92107801324,0.05455742158032891,0.4701560543022516,0.11604109121022889,0.9076199756756499,0.9999338491449745,rpl17,0.9999338491449745
ENSDARG00000101324,24230.924063344955,11.901533172054014,1.5500253883649275,7.6782827309742085,1.6123533107585535e-14,5.0683174642758876e-11,apoa1b,5.0683174642758876e-11
ENSDARG00000070709,23270.70565017826,0.3574348934679837,1.755674508340341,0.20358835978422388,0.8386751901850565,0.9999338491449745,wu_fi42e03,0.9999338491449745
ENSDARG00000053058,17536.99941313585,0.1790658127191024,0.45689500177792797,0.3919189573584713,0.6951180953247291,0.9999338491449745,rps11,0.9999338491449745
ENSDARG00000046157,17726.274863921106,0.007984624580497457,0.6121814027055296,0.013042906147115035,0.989593561610761,0.9999338491449745,RPS17,0.9999338491449745
ENSDARG00000037860,22687.144938760866,-0.3489065253943566,0.6360165540908541,-0.5485808870070948,0.5832931053662278,0.9999338491449745,cox6b2,0.9999338491449745
ENSDARG00000038900,23776.743778220094,-0.4711625553453419,0.5055996592959893,-0.9318885934405127,0.35139410309894537,0.9999338491449745,acadm,0.9999338491449745
ENSDARG00000110698,19986.08910690588,-0.8294172170960419,0.7116381848091855,-1.1655040929520062,0.24381500443107673,0.9999338491449745,CABZ01061524.1,0.9999338491449745
ENSDARG00000020890,18705.464848539494,0.20740137914193232,0.7277855501864816,0.284975950798679,0.7756625667946111,0.9999338491449745,tmod4,0.9999338491449745
ENSDARG00000054191,22388.93360282984,-0.700741621179163,0.5206460533750356,-1.3459078708782604,0.17833223014905808,0.9725990360303194,pgk1,0.9725990360303194
ENSDARG00000063914,32143.84869961097,-1.8145898205183575,0.8414374384964735,-2.1565356347356803,0.031041864346261813,0.4356155504305771,mt-nd3,0.4356155504305771
ENSDARG00000011553,22652.219552818537,-0.49081721801787326,0.6288959929332926,-0.7804425907193442,0.4351304067924223,0.9999338491449745,atp5pb,0.9999338491449745
ENSDARG00000075433,20215.978213204424,-0.8439047280337357,0.78486200526993,-1.0752268836653645,0.28227316205028585,0.9999338491449745,myom2a,0.9999338491449745
ENSDARG00000017219,18199.339765131364,0.048776272892689904,0.260936765660972,0.18692755989803128,0.8517174303685728,0.9999338491449745,pabpc1a,0.9999338491449745
ENSDARG00000013351,19460.466774827204,-0.07957927366915979,0.2267116765029095,-0.3510153287942296,0.7255768484970171,0.9999338491449745,cirbpb,0.9999338491449745
ENSDARG00000053457,17031.765957282023,0.24666030674896153,0.35725682253800145,0.6904285410049075,0.48992473348012644,0.9999338491449745,rpl23,0.9999338491449745
ENSDARG00000015128,16784.003146254865,0.11213560041218948,0.5056467108759906,0.2217666959959533,0.8244955066522015,0.9999338491449745,rpl27,0.9999338491449745
ENSDARG00000044562,23543.255369348248,-0.151644495872823,0.6872019191510179,-0.22066948832181293,0.825349790600633,0.9999338491449745,cycsb,0.9999338491449745
ENSDARG00000115271,15996.826878080128,0.2169508941614178,0.5283910159721346,0.4105877798892384,0.6813748257496812,0.9999338491449745,RPL37A,0.9999338491449745
ENSDARG00000096257,17943.854329237754,-0.12786006477385045,0.7857088766992331,-0.1627321118109181,0.870729362420777,0.9999338491449745,si_ch73-367p23.2,0.9999338491449745
ENSDARG00000041811,16368.17927920967,0.11550224600442698,0.49615186106920645,0.23279615590984548,0.8159196980686058,0.9999338491449745,rps25,0.9999338491449745
ENSDARG00000012688,20221.51601294806,0.0068786927658762665,0.6092636154339489,0.01129017487935318,0.9909919351488147,0.9999338491449745,eif1b,0.9999338491449745
ENSDARG00000094392,20872.45325514798,0.6501337748633876,1.725097101611341,0.37686793065510626,0.7062717548391141,0.9999338491449745,si_dkey-229d11.5,0.9999338491449745
