gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,qvalue
ENSDARG00000040565,2075647.7491952959,0.6670653492091689,0.3126506448802017,2.133580595890881,0.03287712776318649,0.09877063717141508,ckmb,0.040390663508273875
ENSDARG00000063905,884194.5069223148,0.8603104136339443,0.39410384418697364,2.1829536207867832,0.029039225658357065,0.09004648916614633,mt-co1,0.036823063495067025
ENSDARG00000035438,1027749.2323389372,1.1716869065021225,0.30192515664907327,3.8807197104942492,0.0001041478120203419,0.0011603744166350561,myhc4,0.0004745164549721073
ENSDARG00000099420,1321244.6098825363,1.0809434354451566,0.3209201036150849,3.368263387891873,0.00075643294165684,0.005727315665299261,nme2b.2,0.00234209362688729
ENSDARG00000024433,1165861.5507441554,0.9597852172004513,0.3584132130386713,2.677873421750482,0.007409121210312057,0.03299611712098571,pvalb4,0.013493231408443631
ENSDARG00000099197,1225021.371201961,1.7819576050878976,0.4421368527227563,4.0303304149253565,5.569850198469098e-05,0.0007027849916313566,actc1b,0.0002873926191888765
ENSDARG00000043457,746607.5706617743,0.6740746921872585,0.43246069093055517,1.5586958683731602,0.11906838013876038,0.24818294055607423,gapdh,0.10149042192668395
ENSDARG00000035458,628326.9842854821,1.1813393373855783,0.23797376291279942,4.9641579093677475,6.899978808106589e-07,1.6233265419072e-05,atp2a1l,6.6383328077991965e-06
ENSDARG00000017441,686380.9604929774,1.0638864876399368,0.31211841781083116,3.408598874433413,0.000652974171723946,0.005111511946281719,mylz3,0.0020902706001833626
ENSDARG00000063908,454460.4431468274,0.9444663792207867,0.405659143248581,2.328226529438864,0.01990007818569566,0.06837503129784514,mt-co2,0.027960869349521782
ENSDARG00000063912,424843.00120894477,1.0761189001082923,0.42589361580975926,2.5267317005028307,0.011512941788389814,0.045646071012394526,mt-co3,0.01866622659866746
ENSDARG00000033683,591342.1705312328,1.0602830329752702,0.2973686414522198,3.565550919549911,0.00036309265402262997,0.0032051044642688663,tpma,0.001310675921837788
ENSDARG00000063924,324707.89507313294,0.980510790396896,0.4282890845498487,2.2893667519625382,0.022058052234668897,0.07362290259388797,mt-cyb,0.030106901912674462
ENSDARG00000068457,448841.247416284,1.088368200696311,0.23087949456096638,4.714009803104948,2.428889698294031e-06,4.8656217526249884e-05,tnnt3b,1.9897177602261087e-05
ENSDARG00000063911,296026.35847278364,1.0075750652479714,0.4499745332291139,2.2391824222082,0.0251440490827286,0.08098531976141375,mt-atp6,0.03311764400098342
ENSDARG00000092553,287394.26709260955,0.568640455811501,0.2798802919224541,2.0317273928278348,0.042181261182100055,0.11843368070459047,slc25a5,0.048431548913505165
ENSDARG00000011665,213767.9778515753,1.0936487414083274,0.42495415987369917,2.5735687391161703,0.010065565007460333,0.04150193115236093,aldoaa,0.016971547254568984
ENSDARG00000020850,262358.0300350913,0.9600188172810983,0.23785875194495554,4.0360878438614805,5.434987357756506e-05,0.0006885757644666608,eef1a1l1,0.0002815819842718838
ENSDARG00000037789,264077.5545061256,1.9198165696972715,0.5293845864398561,3.626506360164651,0.0002872817466206163,0.0026433572575706287,pvalb1,0.0010809584364368967
ENSDARG00000000563,162664.62064612706,0.8979274734398218,0.34976103197640035,2.5672599041862623,0.010250574910446036,0.042009623090027204,ttn.1,0.017179159707089203
ENSDARG00000013752,217370.115040663,1.1996372165900604,0.305723991205279,3.9239223976523374,8.711880846695414e-05,0.001006268577585058,tnni2a.3,0.0004114973506311456
ENSDARG00000028213,153101.89792983813,0.8514488092202284,0.3418575406834637,2.4906538773957037,0.012750826818264057,0.04905815102030546,ttn.2,0.020061541840217037
ENSDARG00000035327,118346.63828749802,0.8430988590018388,0.35647332672453874,2.3651106430561497,0.01802468508376629,0.06352962775425824,ckma,0.02597941950070522
ENSDARG00000001950,134853.65115322606,0.5991877202320691,0.29475148816400165,2.03285731978621,0.042066940102855666,0.11818910652523106,ak1,0.04833153423642887
ENSDARG00000051783,162525.58902331002,0.7616694025120622,0.24045712889624946,3.1675891915049075,0.0015370855247287241,0.009922060692474506,rplp0,0.004057467140187601
ENSDARG00000004757,147075.8396459547,0.9730828064165112,0.1862228545793479,5.225367254811839,1.7380977862017538e-07,4.8018821154416135e-06,ybx1,1.963652460747022e-06
ENSDARG00000001431,120748.26083304454,0.9615760563304467,0.25386249536055927,3.7877830475302243,0.0001519974819675456,0.0015759305859119033,actn3b,0.0006444514668615114
ENSDARG00000070083,104520.53226991609,0.7883993582409953,0.3053152720237305,2.582246715060219,0.009815938499747887,0.0407569993276996,atp5f1b,0.01666691936587487
ENSDARG00000003795,104651.41086799293,0.739283201800466,0.22335627262532365,3.3098833227782283,0.0009333486884951923,0.006730382098142554,idh2,0.0027522815119275135
ENSDARG00000039007,104566.3275736869,1.2737885008071943,0.4488624627511482,2.8378147127740316,0.004542354248334147,0.022827406272292523,eno3,0.009334900653831815
ENSDARG00000063917,72171.21054260331,1.506115578957353,0.455503277787409,3.306486807895776,0.0009447379890211794,0.0067975432178909575,mt-nd4,0.0027797459716726587
ENSDARG00000077291,122805.74046988183,0.9646248358557762,0.2259186825120335,4.269787806523684,1.956590239901092e-05,0.00029342097416748764,rps2,0.00011998978819282955
ENSDARG00000092693,115565.35038230704,0.897392275385947,0.21361661576837612,4.200947909215952,2.657997484065662e-05,0.000382241161367456,tpt1,0.00015631137522187488
