Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,qvalue
ENSDARG00000104632,28.352465495252726,0.10858264214236617,0.4701846714044108,0.23093615922874927,0.8173643988910101,0.9995544066635954,0.9995544066635955
ENSDARG00000100660,234.14243657202263,-0.05994274718188825,0.35672795994233114,-0.1680349002965134,0.8665558229602899,0.9995544066635954,0.9995544066635955
ENSDARG00000100422,33.56260700940847,0.517676952252999,0.39893093857765727,1.2976605777900232,0.19440399590308144,0.9995544066635954,0.9995544066635955
ENSDARG00000102128,111.44732810213148,-0.05955842755410153,0.46412851442752767,-0.1283231383177631,0.8978932547513193,0.9995544066635954,0.9995544066635955
ENSDARG00000103095,241.6315677396222,0.1651332287647652,0.2271863224677788,0.7268625459976163,0.4673101631993095,0.9995544066635954,0.9995544066635955
ENSDARG00000102226,9.320691965284711,0.4972816234085069,0.9189369839500006,0.5411487752630968,0.5884050415016583,0.9995544066635954,0.9995544066635955
ENSDARG00000104049,328.277505962562,0.1425695120431151,0.25458204186445504,0.5600140174813358,0.5754698765296273,0.9995544066635954,0.9995544066635955
ENSDARG00000102474,228.50979985271223,-0.3089387312614489,0.20172864666968576,-1.5314569168121714,0.12565650650985327,0.9995544066635954,0.9995544066635955
ENSDARG00000100143,147.23813428066882,-0.29326477463028894,0.2611690859438692,-1.1228923728488978,0.2614832072137626,0.9995544066635954,0.9995544066635955
ENSDARG00000104373,135.52739095247418,0.40589668333443335,0.4064763428093436,0.9985739404391805,0.31800112927578994,0.9995544066635954,0.9995544066635955
ENSDARG00000098311,153.61149298581506,-0.510816439979831,0.3032408723387614,-1.684523712255976,0.09208050078088266,0.9995544066635954,0.9995544066635955
ENSDARG00000102121,7.759020231128791,-0.39575540031668227,0.6939684716850506,-0.5702786458810353,0.568488721916793,0.9995544066635954,0.9995544066635955
ENSDARG00000102123,903.80775839405,-0.42212812053952414,0.35695557455584787,-1.1825788715157874,0.2369760902092356,0.9995544066635954,0.9995544066635955
ENSDARG00000102141,188.88160198592178,0.30948500557441294,0.39395925257029174,0.7855761821946127,0.43211582268427406,0.9995544066635954,0.9995544066635955
ENSDARG00000099787,18.68088716672325,0.18451233790689703,0.6583932086982093,0.2802464172917567,0.779288456965022,0.9995544066635954,0.9995544066635955
ENSDARG00000045914,868.5229818775122,0.4476243076963184,0.299878044901471,1.4926878286251049,0.13551892085375758,0.9995544066635954,0.9995544066635955
ENSDARG00000045913,393.6857691110653,0.17070489243207357,0.2357620540206262,0.724055841561081,0.46903145312688865,0.9995544066635954,0.9995544066635955
ENSDARG00000045911,211.79043094998002,-0.3197569024287548,0.24078726146486198,-1.3279643635775011,0.18418987991187152,0.9995544066635954,0.9995544066635955
