Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,qvalue
ENSDARG00000104632,27.38533725116418,-0.39744733235792823,0.5204172011304189,-0.7637090616809303,0.4450406394763724,0.9998548203489913,0.9998548203489914
ENSDARG00000100660,280.1993073294364,0.21974650778178983,0.41847679030404045,0.5251103833551558,0.599506458347127,0.9998548203489913,0.9998548203489914
ENSDARG00000100422,45.063546101037105,1.1556302437561483,0.7460293586592979,1.549041241262879,,,
ENSDARG00000102128,128.52130317452574,0.08555768548642298,0.5163636195115103,0.16569270617353363,0.8683987863429596,0.9998548203489913,0.9998548203489914
ENSDARG00000103095,274.5600557477588,0.3190515297470801,0.27801680759562947,1.1475979905903204,0.2511345596975574,0.9998548203489913,0.9998548203489914
ENSDARG00000102226,10.266028306858345,0.5538818204481564,1.2294753991787537,0.450502564604489,0.652348105383833,0.9998548203489913,0.9998548203489914
ENSDARG00000104049,351.73402380032417,0.0753795639191773,0.33614233996626697,0.22424894146551694,0.8225636032385983,0.9998548203489913,0.9998548203489914
ENSDARG00000102474,263.8187451501758,-0.2379371288370723,0.22596765779127917,-1.0529698416259599,0.29235481437082944,0.9998548203489913,0.9998548203489914
ENSDARG00000100143,176.82509542192872,-0.04242954283388653,0.32853942823276017,-0.12914596906106043,0.897242148495498,0.9998548203489913,0.9998548203489914
ENSDARG00000104373,138.95343254788244,0.2708214201854731,0.5025235627663764,0.53892282919951,0.5899401041441271,0.9998548203489913,0.9998548203489914
ENSDARG00000098311,178.5991934322821,-0.46510128617231483,0.4201608115454984,-1.1069601766559563,0.2683111464012228,0.9998548203489913,0.9998548203489914
ENSDARG00000102121,8.99695513078656,-0.2470858547940688,0.9126541493995521,-0.2707332837489755,0.7865961757395139,0.9998548203489913,0.9998548203489914
ENSDARG00000102123,1033.0982044096268,-0.42826297099649846,0.445180459647942,-0.961998582182106,0.3360503161375117,0.9998548203489913,0.9998548203489914
ENSDARG00000102141,184.0751380720488,-0.042141355691953736,0.51320729046849,-0.08211371208987363,0.9345562892771823,0.9998548203489913,0.9998548203489914
ENSDARG00000099787,19.231559868146487,-0.005483708961924762,0.7127985399270786,-0.007693210149512598,0.9938617669477992,0.9998548203489913,0.9998548203489914
ENSDARG00000045914,927.7171963515825,0.46051308576808647,0.31295058560488526,1.4715201279396415,0.14115050823752615,0.9998548203489913,0.9998548203489914
